id,brand_name,title,year,publish_month,material,theme_series,print_size,inspiration_origin,created_at,updated_at
30000090,梦幻景,往期欣赏——【梦幻景】 九域图志系列 南意秋棠独家印花汉服布料,2022,Jul-22,银线雪纺,九域图志系列,循环印花料,"【梦幻景】（黛绿/灰紫）
素材：江户时期牡丹清供画作，作者佚名
一切有为法，有如梦幻泡影，如梦亦如幻，如露亦如电，当作如是观。
醉眼看花华梦幻景，凛冬白梅并春夏牡丹赵粉魏紫，本不可同观之景，醉梦之间恍若同至，朦朦胧胧，若镜花水月，是幻还真。牡丹画轻盈飘逸，瓣瓣如生，仿佛凋零之前的最后一刹光滑，如梦如幻，引人入醉梦幻境。",20/1/2025 17:47:17,8/6/2025 20:40:56
30000091,玉茗,往期欣赏——【玉茗】画韵春秋 南意秋棠独家印花汉服旗袍布料,2022,Aug-22,仿醋酸双面缎,画韵春秋系列,循环印花料,"【玉茗】
花纹元素：白山茶花，水墨晕染底纹
素材：清 蔡含、金玥合绘《春色先到十二红》
开到玉茗春好，依依袅袅，花底清风。半枝素衣雪态，满袖香清。
芳心初绽，正一般、怜我怜侬。翻作梦、今夕夜底，相思到底难平。
水绘园最重要的作品之一，仿元人笔意，追求古意和士气，简淡闲逸，遗貌求神，清幽雅致。很少有一件作品像它，铭记了水绘园双画史的风雅，见证了复社文人四十年的友谊与困顿挣扎，更隐约照见明末清初秦淮河畔曾经的繁华与苍凉。楼馆劫灰，美人尘土，历尽劫波，澹心犹存。",20/1/2025 17:47:17,17/6/2025 10:59:05
30000092,若榴,往期欣赏——【若榴】旗袍定位料 南意秋棠独家设计印花旗袍布料,2022,Aug-22,仿醋酸双面缎,其他,旗袍定位料,"【若榴】
花纹元素：石榴花枝
素材：清 邹一桂《榴花公鸡图》
深著红蓝染暑裳，琢成纹玳敌秋霜。
半含笑里清冰齿，忽绽吟边古锦囊。
雾縠作房珠作骨，水精为醴玉为浆。
刘郎不为文园渴，何苦星槎远取将。
中秋必不可少的果品便是石榴，五月榴花红，八月结果来。青色底色丝丝凉意，压了火红的花朵，雅致有之，去其俗气，意外的相得益彰。",20/1/2025 17:47:17,20/1/2025 17:47:17
30000093,蟾宫,往期欣赏——【蟾宫】旗袍定位料 南意秋棠独家设计印花旗袍布料,2022,Aug-22,仿醋酸双面缎,其他,旗袍定位料,"【蟾宫】（鹅黄/墨绿）
花纹元素：桂花枝
素材：清 张莘《槿桂飘香》
薇垣簪笔待仙郎，初听云璈醉锦堂。
无数彩霞骑凤下，月中先折一枝香。
中秋将至，又到一年桂花香，今年苦夏，暑气太盛，大约都要过了中秋才有点秋爽的趣味，秋来第一味便是桂子飘香，满城的香气给空气带来一丝清冽，秋天也就正正式式的来了，着一身桂花，也是应景。",20/1/2025 17:47:17,8/6/2025 20:26:34
30000094,辛夷旗袍版,往期欣赏——【辛夷】画韵春秋 南意秋棠独家印花汉服旗袍布料,2022,Nov-22,银丝乱麻,画韵春秋系列,旗袍定位料,"【辛夷】（葡灰/蓼蓝）银丝乱麻版
花纹元素：辛夷花枝
素材：明代沈周墨菜辛夷图卷
心吐毫，枝折管。细萼芳苞春日暖。
疑醮水，欲书空，写出韶光留著款。
藉斜晖，凝晓露，俨似荷风浮紫碗。
怜倚槛，笑含风，缘堤色与芙蓉乱。
初见这枝辛夷花，就被她吸引了，优雅且温柔，轻盈且灵动，恍若春风拂面，正合了春天、春风、春色之意象。",20/1/2025 17:47:17,17/6/2025 10:13:30
30000095,国色旗袍版,往期欣赏——【国色】画韵春秋 南意秋棠独家印花汉服旗袍布料,2022,Nov-22,金线雪纺,画韵春秋系列,旗袍定位料,"【国色】（乳白/雅黑）银丝乱麻版
花纹元素：牡丹
素材：居廉花卉四屏之二（牡丹）
斜掩朱门花外钟，晓莺时节好相逢。
窗间桃蕊宿妆在，雨后牡丹春睡浓。
牡丹是中国特产的名花，春末开花，花大而美。唐代高宗、武后时始从汾晋移植于京城，玄宗时犹视为珍品。时唐人赏牡丹盛况空前。真正的“唯有牡丹真国色，花开时节动京城。”国色天香成了当时对牡丹的定评，确实牡丹花品无数，所谓百般颜色百般香，倾国之色名副其实。",20/1/2025 17:47:17,18/6/2025 06:40:28
30000096,清渠儿旗袍版,往期欣赏——【清渠儿】旗袍定位料 南意秋棠独家设计印花旗袍布料,2022,Dec-22,仿醋酸双面缎,画韵春秋系列,旗袍定位料,"【清渠儿】
花纹元素：池水，水藻，小鱼，落花
素材：恽寿平《山水花卉神品册》临刘莱《琳池鱼藻》
半奁香雨簇春漪。没个渔舟系。径尺横拖鸭茵翠。
鲤花肥。
乙肠可有相思字。猜量不定，几番步涩，浑欲撒沉丝。??
秋意渐寒，秋水泠泠，群鱼戏藻。鱼儿清灵自由，藻类植物飘摇婉转，虽无一笔画水，却以鱼的灵动和水藻的轻盈将秋水特有的动势表现得恰到好处。底布自带柔和光泽，恰似一江秋水，粼粼波光，搭配各类花草题材上装，恰似临花照水，相得益彰。",20/1/2025 17:47:17,19/6/2025 05:34:15
30000097,寻香旗袍版,往期欣赏——【寻香】旗袍定位料 南意秋棠独家设计印花旗袍布料,2022,Dec-22,仿醋酸双面缎,画韵春秋系列,旗袍定位料,"【寻香】
花纹元素：兰草，蝴蝶，山石
素材：清代余稺花鸟图册，清代马荃《花卉蝴蝶图》
手培兰蕙两三栽，日暖风微次第开。
坐久不知香在室，推窗时有蝶飞来。
细观余稺所绘这丛兰草，叶脉及花瓣纹路都清晰可见，笔法工整细腻，造型栩栩如生；而女画家马荃所绘蝴蝶体态灵动，婀娜多姿，仔细观之颇有意趣。以湖水之蓝色作底，其上这二者动静结合，搭配纱质底布更显轻盈，仿佛行走与湖水岸边，兰草微摇、蝴蝶翩飞，自有一番风韵。",20/1/2025 17:47:17,20/6/2025 09:56:31
30000098,仙源,往期欣赏——【仙源】旗袍定位料 南意秋棠独家设计印花旗袍布料,2022,Dec-22,仿醋酸双面缎,其他,旗袍定位料,"【仙源】
花纹元素：桃园山水，云雾
素材：清 王翬《桃花鱼艇图》
草荣识节和，木衰知风厉。虽无纪历志，四时自成岁。
怡然有余乐，于何劳智慧？奇踪隐五百，一朝敞神界。
淳薄既异源，旋复还幽蔽。借问游方士，焉测尘嚣外。愿言蹑清风，高举寻吾契。
闻世外有仙山，山在虚无缥缈间，其境不可得不可至不可看，当世之人疲乏，日日奔波往复，心向桃源不得，唯有心下平静坦荡一途，胸中便有净土桃源仙山。桃花鱼艇图成为一个具象出现的时候，心下欢喜，忙不迭将之制成衣裳，了一心愿。",20/1/2025 17:47:17,8/6/2025 20:27:32
30000099,叹春晴旗袍版,往期欣赏——【叹春晴】旗袍定位料 南意秋棠独家印花旗袍布料,2023,Jan-23,银丝乱麻,画韵春秋系列,旗袍定位料,"花纹元素：海棠花树，蜜蜂。
四海应无蜀海棠，一时开处一城香。晴来使府低临槛，雨后人家散出墙。",20/1/2025 17:47:17,18/6/2025 09:24:37
30000100,春色晚旗袍版,往期欣赏——【春色晚】临窗四梦 南意秋棠 独家印花汉服旗袍布料,2023,Jan-23,银丝乱麻,画韵春秋系列,旗袍定位料,"花纹元素：墨竹，石碑。
新年都未有芳华，二月初惊见草芽。白雪却嫌春色晚，故穿庭树作飞花。",20/1/2025 17:47:17,18/6/2025 09:24:38
30000101,春风裁旗袍版,往期欣赏——【春风裁】旗袍定位料 南意秋棠独家印花旗袍布料,2023,Jan-23,银丝乱麻,画韵春秋系列,旗袍定位料,"花纹元素：垂柳，涟漪。
碧玉妆成一树高，万条垂下绿丝绦。不知细叶谁裁出，二月春风似剪刀。",20/1/2025 17:47:17,18/6/2025 09:24:40
30000102,阳春蔓旗袍版,往期欣赏——【阳春蔓】旗袍定位料 南意秋棠独家印花旗袍布料,2023,Jan-23,银丝乱麻,画韵春秋系列,旗袍定位料,"花纹元素：紫藤花蔓。
紫藤挂云木，花蔓宜阳春。密叶隐歌鸟，香风留美人。",20/1/2025 17:47:17,18/6/2025 09:24:42
30000103,仙进奉,往期欣赏——【仙进奉】旗袍定位料 南意秋棠独家设计印花旗袍布,2023,Apr-23,仿醋酸双面缎,其他,旗袍定位料,"【仙进奉】（黑色/绢色/银灰）
花纹元素：荔枝
素材：宋徽宗赵佶《荔枝山鸟图》
甘露凝成一颗冰，露秾冰厚更芳馨。
夜凉将到星河下，拟共嫦娥斗月明。
初夏第一果便是荔枝，五月挂果，鲜美持续到八月，整个夏季果品第一味。荔枝原产地便是中国，是中国文化底蕴最为深厚的果品之一。古往今来不少文人墨客以荔枝入画入诗，根增加了荔枝的文雅之气。本次我们选用宋徽宗赵佶所作《荔枝山鸟图》，修复设计成裳，春末夏初带来丝丝馨甜与凉意。",20/1/2025 17:47:17,8/6/2025 20:32:28
30000104,蕉下梦,往期欣赏——【蕉下梦】旗袍定位料 南意秋棠独家设计印花旗袍布,2023,Apr-23,仿醋酸双面缎,其他,旗袍定位料,"【蕉下梦】
花纹元素：芭蕉叶，石榴花枝
素材：陈之佛《芭蕉雏鸡图》
窗前谁种芭蕉树，阴满中庭。
阴满中庭。叶叶心心，舒卷有馀清。
雨打芭蕉总是好入梦，春末夏初榴花红了芭蕉绿了，又是一年。窗外若有芭蕉树，便是夏日纳凉处，大片的蕉叶覆盖，总是在盛暑之际给人清凉之感，树影之下能得一场好梦。",20/1/2025 17:47:17,8/6/2025 20:32:41
30000105,花信,往期欣赏——【花信】画韵春秋系列南意秋棠独家印花汉服旗袍布料,2023,May-23,150D长丝斜纹,画韵春秋系列,旗袍定位料,"【花信】（雀蓝/雅黑/米白/荷绿/芋紫）
花纹元素：二十四种工笔花卉，五毒纹，落花流水纹，曲水落花纹
素材：清 董浩《二十四番花信风图》
二十四番花信风，又称二十四风。程大昌《演繁露》卷一：“三月花开时，风名花信风。”所谓花信风，就是某种花、某个方向的风，在某个时节应期而至，意即带来开花音讯的风候。花信风始于小寒，终于谷雨，涵盖了从隆冬到盛春的八个节气。每个节气十五天，一气分三候，每五天便有一种花绽蕾开放，共二十四候。
小寒：一候梅花 二候山茶 三候水仙
大寒：一候瑞香 二候兰花 三候山矾
立春：一候迎春 二候樱桃 三候望春
雨水：一候菜花 二候杏花 三候李花
惊蛰：一候桃花 二候棠梨 三候蔷薇
春分：一候海棠 二候梨花 三候木兰
清明：一候桐花 二候麦花 三候柳花
谷雨：一候牡丹 二候荼蘼 三候楝花
二十四种工笔花卉，搭配不同底纹与底色，呈现出不同的视觉和穿着效果。",20/1/2025 17:47:17,8/6/2025 20:44:53
30000106,留春雨,往期欣赏——【留春雨】旗袍定位料 南意秋棠独家印花旗袍布料,2023,Jul-23,银线雪纺,画韵春秋系列,旗袍定位料,"【留春雨】
花纹元素：梨花，翠鸟
雨打梨花深闭门，忘了青春，误了青春。
赏心乐事共谁论？花下销魂，月下销魂。
梨花逐春而去，只得点点春雨痕迹，引人无限惋惜。月光撒落梨花染得一丝丝绿色，凭吊那过往的春天。",20/1/2025 17:47:17,17/6/2025 05:43:36
30000107,数珠儿旗袍版,往期欣赏【数珠儿】（双色）旗袍定位料南意秋棠独家印花旗袍布料,2023,Jul-23,银丝乱麻/150D长丝斜纹,其他,旗袍定位料,"【数珠儿】（茄紫/玉绿）
花纹元素：松鼠，葡萄藤蔓
初似琉璃，终成码瑙。
攒攒簇簇圆圆小。
数珠相似恐人偷，马风吃了归蓬岛。
松鼠葡萄，是传统经典的吉祥纹饰。葡萄枝叶蔓延，果实累累，寓意子孙绵长、家庭兴旺，是人们心中的瑞果； 鼠寓意多子，又是财神手中的吐宝神鼬，是财富的象征。江寒汀的这幅松鼠葡萄配色清新活泼，形态生动可爱，穿着于身心情愉悦~",20/1/2025 17:47:17,17/6/2025 22:17:59
30000108,云华,往期欣赏——【云华】旗袍定位料 南意秋棠独家设计印花旗袍布料,2023,Jul-23,银丝乱麻/150D长丝斜纹,其他,旗袍定位料,"【云华】
花纹元素：白山茶花枝
犀甲凌寒碧叶重，玉杯擎处露华浓。
何当借寿长春酒，只恐茶仙未肯容。
古人对山茶花的描绘非常多，山茶仙姿玉容，入画入诗都是极其风雅之物，白色茶山花瓣似玉杯，晶莹通透，惹人喜爱。本次设计以宋画白色山茶为素材的旗袍定位布料做了渐变设计，白色山茶搭配叶片从新到茂的颜色过渡，更能凸显整个山茶花的秀丽情态。",20/1/2025 17:47:17,8/6/2025 20:46:41
30000109,绿卿,往期欣赏——【绿卿】旗袍定位料 南意秋棠独家设计印花旗袍布料,2023,Jul-23,银丝乱麻/150D长丝斜纹,其他,旗袍定位料,"【绿卿】
花纹元素：竹枝竹叶
亭前绿玉密成丛，凤宿枝头烟雨空。
箫管一声人未寝，满林明月浸清风。
竹的别称很多，本次设计的一丛竹主要表现其苍翠欲滴之态，正是暗合【绿卿】其名。画中竹丛与【云华】白山茶为同一画作，绿竹白茶花交相映衬，我们便将其设计为姐妹款旗袍定位布料。同样也做了黑色到墨绿色的渐变过渡，有晚间月光落下竹丛绿影之意。",20/1/2025 17:47:17,8/6/2025 20:46:52
30000110,芦橘,往期欣赏——【芦橘】旗袍定位料 南意秋棠独家设计印花旗袍布料,2023,Jul-23,银丝乱麻/150D长丝斜纹,其他,旗袍定位料,"【芦橘】
花纹元素：枇杷枝叶，枇杷果，山鸟
五月枇杷黄似橘，谁思荔枝同此时。
嘉名已著上林赋，却恨红梅未有诗。
荔枝我们已经设计过了，同时期的鲜果枇杷也有经典画作传世。枇杷又名“芦橘”，因果子形状似乐器琵琶而得名。枇杷液汁丰富味感清新，是梅雨时节应季的果子，但是也因梅雨，果子不易完满，古时很是难得，遂这短暂的季节佳果便成了画家文人们最爱的题材之一。梅雨时节天青烟雨色居多，我们突发灵感，将晴转青的天色做了渐变表现。",20/1/2025 17:47:17,8/6/2025 20:46:56
30000111,白果儿旗袍版,往期欣赏——【白果儿】旗袍定位料 南意秋棠独家设计印花旗袍布料,2023,Sep-23,仿醋酸双面缎,画韵春秋系列,旗袍定位料,"【白果儿】
花纹元素：银杏叶，白果
鸭脚半熟色犹青，纱囊驰寄江陵城。
城中朱门韩林宅，清风明月吹帘笙。
玉纤雪腕白相照，烂银破壳玻璃明。
古人常以鸭脚入诗，以类银杏叶。秋风渐起，半熟鸭脚翠意犹存，累累白果随风摇曳。翩翩落叶翻飞似蝶，以银杏叶之秋香绿为底，画秋叶秋果，实则写秋意秋风，观之腋下生风，凉意如水。",20/1/2025 17:47:17,19/6/2025 05:34:16
30000112,红叶儿旗袍版,往期欣赏——【红叶儿】旗袍定位料 南意秋棠独家设计印花旗袍布料,2023,Sep-23,仿醋酸双面缎,画韵春秋系列,旗袍定位料,"【红叶儿】
花纹元素：红叶，柿子
晓连星影出，晚带日光悬。
本因遗采掇，翻自保天年。 ?
柿子是一种传统吉祥的图饰，“柿”谐音“事”，常出现在“四世同堂”、“事事安顺”、“事事如意”等吉祥图案中。柿子金黄饱满，令人垂涎欲滴，仿佛能闻到秋果儿的甜香。以金柿之色为底，布料自带缎面光泽，仿若阳光洒满林间，饱满的果实衬于翻飞红叶之间，正是秋色灿烂之所在。",20/1/2025 17:47:17,19/6/2025 05:34:18
30000113,一枝秋,往期欣赏——【一枝秋】旗袍定位料南意秋棠独家设计印花旗袍布料,2023,Sep-23,仿醋酸双面缎,其他,旗袍定位料,"【一枝秋】（葡灰/青灰/珍珠白）
花纹元素：菊花，山石
弹琴酌酒喜堪俦，几案婷婷点缀幽。
隔座香分三径露，抛书人对一枝秋。
秋来弹琴饮酒，若有菊花作伴，更加幽静雅致，趣味十足。隔着案头都能闻到菊花那带有院中露水的香气，一枝秋菊傲世不群，值得细细玩赏。中秋佳节，中秋佳宴，不可少了这银杏果子、红柿子和院中菊花，海上生明月，天涯共此时。",20/1/2025 17:47:17,8/6/2025 20:49:42
30000114,酒狂,往期欣赏——【酒狂】太音补遗系列南意秋棠独家印花汉服旗袍布料,2023,Nov-23,加厚泡泡麻,太音补遗系列,旗袍定位料,"【酒狂】（黑色/米色）
花纹元素：古琴谱《酒狂》，竹枝竹叶
夜中不能寐，起坐弹鸣琴。薄帷鉴明月，清风吹我襟。
孤鸿号外野，翔鸟鸣北林。徘徊将何见，忧思独伤心。
《酒狂》古琴曲相传为三国时期竹林七贤之一阮籍所作。曲谱闻之乐酒忘忧、醉舞飞仙，浩歌天地洪荒间。散落其间的竹枝搭配深浅两种不同底色呈现出不同的意境，米色款有如白日竹林抚琴，墨色款仿佛夜晚竹影憧憧落于琴谱之上。",20/1/2025 17:47:17,8/6/2025 20:45:14
30000115,金玉满堂,往期欣赏——【金玉满堂】长物志 南意秋棠独家印花汉服旗袍布料,2023,Nov-23,加厚泡泡麻,长物志系列,旗袍定位料,"【金玉满堂】（朱红/豆黄/春蓝）
花纹元素：清刺绣“年年有余”挽袖，皮球花纹样
文物挽袖在白色地上彩绣金鱼、戟、磬、书卷以及莲花、牡丹、玉兰等各式花卉，寓意“年年有余”，“吉庆富贵”等美好寓意。配色鲜艳，造型生动，十分喜庆。我们在文物基础上重新排版调色，搭配上圆润可爱的皮球花底纹，寓意团团圆圆、阖家幸福，配色选取自敦煌洞窟壁画，大气饱满，传统经典。",20/1/2025 17:47:17,8/6/2025 20:45:41
30000116,凤麟,往期欣赏——【凤麟】旗袍定位料 南意秋棠独家设计印花旗袍布料,2024,Feb-24,银丝乱麻,其他,旗袍定位料,"【凤麟】
花纹元素：白凤、墨竹、彩霞
凤凰于飞，翙翙其羽，亦集爰止。
凤凰于飞，翙翙其羽，亦傅于天。
新年气象，凤凰高飞，直上晴空迎朝晖。新岁除秽去，吉祥随春来，新笋发修竹，凤凰栖息稳，端为此君留。",20/1/2025 17:47:17,8/6/2025 22:46:36
30000117,牡丹亭,往期欣赏——【牡丹亭】旗袍定位料 南意秋棠独家设计印花旗袍布,2024,Feb-24,银丝乱麻,其他,旗袍定位料,"【牡丹亭】（灰紫/蓼蓝）
花纹元素：牡丹、白梅、元曲唱词工尺谱
情不知所起，一往而深，生者可以死，死可以生。生而不可与死，死而不可复生者，皆非情之至也。梦中之情，何必非真，天下岂少梦中之人耶？
人若有梦，春色常驻。",20/1/2025 17:47:17,8/6/2025 23:26:27
30000118,雪中春信,往期欣赏——【雪中春信】旗袍定位料 南意秋棠独家印花旗袍布料,2024,Feb-24,银丝乱麻,其他,旗袍定位料,"【雪中春信】
花纹元素：墨梅，雪泥晕染
有梅无雪不精神，有雪无梅俗了人。
日暮诗成天又雪，与梅并作十分春。
春来第一信，当是寒梅香。只需寒梅一枝花俏，寒冰百丈，业已窥见春风消息，带来新生的希望。梅花，迎春风而来，随春雨而去，夜深踏雪寻香，心知春光春暖，亦不远矣。",20/1/2025 17:47:17,8/6/2025 22:46:43
30000119,龙图,往期欣赏——【龙图】旗袍定位料 南意秋棠独家设计印花旗袍布料,2024,Feb-24,银丝乱麻,其他,旗袍定位料,"【龙图】
花纹元素：传统龙纹工笔画、星图、星空渐变底纹
龙行踏绛气，天半语相闻。
混沌疑初判，洪荒若始分。
岁在甲辰龙年，甲为十天干之首，辰为中国传统图腾——龙，取传统龙纹元素合古代苏州石刻天文图、浑天一统图、星象全图以及丹元子步天歌图，用离火紫气之色，成飞龙在天之象，展现中华新年蓬勃的星云气象，新春之际，望风调雨顺、瑞气祥和。",20/1/2025 17:47:17,20/1/2025 17:47:17
30000120,天中佳卉,往期欣赏——【天中佳卉】旗袍定位料 南意秋棠独家设计印花布料,2024,May-24,银丝乱麻,其他,旗袍定位料,【天中佳卉】花纹元素：蜀葵，百合，萱花端午又称天中节，明清时期，民间有制作“端午景”的习惯。夜合花、茉莉花、栀子花、萱花、枇杷等在农历五月前后盛开或成熟的花卉及果物同样是“午瑞图”的描绘对象。原作为“冒氏两画史”蔡含、金玥合绘。画萱花、百合、蜀葵盛开，有女性画家特有的柔美，敷色雅淡，清气可掬，A标格落落。,20/1/2025 17:47:17,9/6/2025 09:35:27
30000121,染清香,往期欣赏——【染清香】旗袍定位料 南意秋棠独家设计印花布料,2024,May-24,仿醋酸双面缎,其他,旗袍定位料,"【染清香】
花纹元素：腊梅，天竺，山茶
花占枝头日焙。金汞初抽，火鼎铅华退。还似瘢痕涂獭髓。胭脂淡抹微酣醉。
数朵折来春槛外。欲染清香，只许梅相对。不是临风珠蓓蕾。山童隔竹休敲碎。",20/1/2025 17:47:17,20/1/2025 17:47:17
30000122,溶溶月,往期欣赏——【溶溶月】旗袍定位料 南意秋棠独家设计印花布料,2024,May-24,仿醋酸双面缎,其他,旗袍定位料,"【溶溶月】
花纹元素：梨花枝，月亮，云雾
杨柳风斜。黄昏人静，睡稳栖鸦。短烛烧残，长更坐尽，小篆添些。
红楼不闭窗纱。被一缕，春痕暗遮。淡淡轻烟，溶溶院落，月在梨花。",20/1/2025 17:47:17,18/6/2025 06:25:43
30000123,娇蕊,往期欣赏——【娇蕊】旗袍定位料 南意秋棠独家设计印花旗袍布料,2024,Jul-24,仿醋酸双面缎,其他,旗袍定位料,"【娇蕊】
花纹元素：粉红月季花藤，冰晶底纹
蔷薇颜色，玫瑰态度，宝相精神。
休数岁时月季，仙家栏槛长春。
 人间事尽是奔波错过，花开有时，往往错过。月季却有她的好处，月月红四季开，名字也许由此而来，花的浪漫一直在那里，等着我们慢慢的来。黄色月季似月光如蜜蜡，温柔婉转，香味默默拢住一身，渗骨入髓；粉红月季又如云霞类胭脂，热烈却不艳俗，娇憨点点入怀，点破一点心头血。月光也好心头血也罢，各有各的高贵品格，需得细细品来。",20/1/2025 17:47:17,18/6/2025 06:21:38
30000124,梅香酌,往期欣赏——【梅香酌】旗袍定位料南意秋棠独家设计印花旗袍布料,2024,Jul-24,银丝乱麻,其他,旗袍定位料,"【梅香酌】
花纹元素：杨梅枝
江北荷花开，江南杨梅熟。
正好饮酒时，怀贤在心目。
仲夏五月是杨梅成熟的季节，自古原产地就在江南，是地道的江南美果，东方朔《 林邑记》云∶“邑有杨梅，其大如杯碗，青时极酸，熟则如蜜。用以酿酒，号为梅香酎，甚珍重之。”杨梅青时酸红时甜，可酿酒闻香。",20/1/2025 17:47:17,20/1/2025 17:47:17
30000125,烟鹂,往期欣赏——【烟鹂】旗袍定位料 南意秋棠独家设计印花旗袍布料,2024,Jul-24,仿醋酸双面缎,其他,旗袍定位料,"【烟鹂】
花纹元素：藤黄月季花藤，冰晶底纹
蔷薇颜色，玫瑰态度，宝相精神。
休数岁时月季，仙家栏槛长春。
 人间事尽是奔波错过，花开有时，往往错过。月季却有她的好处，月月红四季开，名字也许由此而来，花的浪漫一直在那里，等着我们慢慢的来。黄色月季似月光如蜜蜡，温柔婉转，香味默默拢住一身，渗骨入髓；粉红月季又如云霞类胭脂，热烈却不艳俗，娇憨点点入怀，点破一点心头血。月光也好心头血也罢，各有各的高贵品格，需得细细品来。",20/1/2025 17:47:17,18/6/2025 06:23:15
30000126,紫阳,往期欣赏——【紫阳】旗袍定位料 南意秋棠独家设计印花旗袍布料,2024,Jul-24,银丝乱麻,其他,旗袍定位料,"【紫阳】（嫩粉/浅紫/雀绿）
花纹元素：紫阳花，蝴蝶
何年植向仙壇上，早晚移栽到梵家。
虽在人间人不识，与君名作紫阳花。
夏至之花，一团团一簇簇一树树，草本绣球花以紫红为主，代表了仙意与高贵，为道家极致之色。时令中此花开尽，春已规圆，留一团和气与无尽夏，热烈的季节就此来到。",20/1/2025 17:47:17,18/6/2025 06:25:39
30000127,耕云钓月旗袍版,苎麻版【耕云钓月】——执念系列 南意秋棠独家印花汉服旗袍布料,2024,Jul-24,纯苎麻,执·念系列,旗袍定位料,"花纹元素：书法，竹叶
素材：赵孟頫《北陇耕云》
“北陇耕云，南溪钓月，此是野人生计。山鸟能歌，江花解笑，无限乾坤生意。看画归来，挑簦间眺，风景又还光霁。笑人生，奔走如狂，万事不如沉醉；细看来，聚蚁功名，战蜗事业，毕竟又成何济。有分山林，无心钟鼎，誓与渔樵深契。石上酒醒，山间茶熟，别有水云风味。顺吾生、素位而行，造化任他儿戏。笔研举润，趁兴而书。”
《北陇耕云》为赵孟頫行草之绝唱，笔力苍健丰神俊逸，句句读来潇洒大气，耕云钓月何等逸致，光风霁月谈笑人生，恣意洒脱，归于渔樵山野，山花竹林间才是向往的生活。怀柔百神，忘我半世颠倒。及河峤岳，唯愿余生谐行。本款作为【阿峤】的cp款而设计，底布的丝丝金线仿若穿过竹林的缕缕阳光，若隐若现。绢粉款温柔多情，殷红款邪魅狷狂，请问你爱哪一款？",20/1/2025 17:47:17,18/6/2025 06:43:10
30000128,松云旗袍版,苎麻版【松云】—— 执·念系列  南意秋棠独家印花汉服旗袍布料,2024,Jul-24,纯苎麻,执·念系列,旗袍定位料,"【松云】
花纹元素：月色，云雾，古画佚名松枝图
空山新雨后，天气晚来秋。
明月松间照，清泉石上流。
青松之姿，明月之皎，清冷孤直一如周子舒其人，抛却庙堂荣华，换来三年光阴，只是想寻那一处空山，得一个世外的桃源，将自己最后的洁净淳朴葬在心中的乌托邦。",20/1/2025 17:47:17,18/6/2025 06:32:58
30000129,绿锦池,往期欣赏——【绿锦池】旗袍定位料 南意秋棠独家设计印花布料,2024,Aug-24,厚乱纹麻,其他,旗袍定位料,"【绿锦池】
花纹元素：浮萍，田螺
菱透浮萍绿锦池，夏莺千啭弄蔷薇。
尽日无人看微雨，鸳鸯相对浴红衣。
夏日时节，阳光如织，池塘里，浮萍悠然自得地铺展开来，宛如一片片细腻的青绿色绸缎，轻轻覆盖在清澈或微澜的水面上，密集而不显拥挤，稀疏处则透出粼粼波光，它们的颜色，是夏日里最纯粹、最生机的青绿，既清新又充满活力，是大自然特意为这炎炎夏日调配的一抹清凉。",20/1/2025 17:47:17,18/6/2025 06:20:18
30000130,芙蓉浦,往期欣赏——【芙蓉浦】旗袍定位料 南意秋棠独家设计印花布料,2024,Aug-24,厚乱纹麻,其他,旗袍定位料,"【芙蓉浦】
花纹元素：荷花，荷叶，白鹭鸶
独来洲上看芙容，掩映寒波淡复浓。
近拟明霞当落照，忽惊仙子露芳容。
七月流火，八月未央。夏日正盛，荷花依旧绽放，古韵荷花，搭配乱纹麻底布，尽展绢本古画神采。站在池塘边，感受风荷轻动，仿佛能越过时空，感受到古人那份对自然之美的热爱与向往，心灵得到了前所未有的宁静与洗涤。",20/1/2025 17:47:17,18/6/2025 06:20:20
30000131,鹊踏枝旗袍版,往期欣赏——【鹊踏枝】旗袍定位料 南意秋棠独家设计印花布料,2024,Sep-24,厚乱纹麻,长物志系列,旗袍定位料,"【鹊踏枝】
花纹元素：漆笺花鸟纹饰
烦恼韶光能几许，肠断魂消，看却春还去。只喜墙头灵鹊语，不知青鸟全相误。
心若垂杨千万缕，水阔花飞，梦断巫山路。开眼新愁无问处，珠帘锦帐相思否？
漆笺是将漆平涂于绢上，再施以彩绘画。古代漆绘依附于瑟、奁、盘、屏风等器物上，以刻漆、堆漆、彩绘等技法制成。与漆绘于器物上的彩绘不同，亦有别于传统的绘画。此处选用五开，其技法多变，或以针刻出花瓣，或用墨笔勾勒叶脉，花瓣翻转、叶片向背及鸟羽层次均见晕染效果，匠心独运，生意盎然。",20/1/2025 17:47:17,18/6/2025 06:13:18
30000132,皎皎旗袍版,往期欣赏——【皎皎】旗袍定位料 南意秋棠独家设计印花布料,2024,Sep-24,厚乱纹麻,画韵春秋系列,旗袍定位料,"【皎皎】
花纹元素：玉兰花枝，窗棂纹样
自爱临风皎皎,笑溱洧、芍药纷遗。
藐姑射，肌肤凝雪，烟雨画楼西。
开齐，还也未，绵苞乍褪，鹤翅初披。
称水晶帘映，云母屏依。
文徵明玉兰图卷工写结合，设色雅丽，花枝蜿蜒翻覆，清俊疏朗。王铎有“神笔王铎”之称，擅长行草，笔法大气，劲健洒脱，淋漓痛快。书法居中，如轻纱障屏，花枝环绕，忽近忽远，偶见落英，似觉清香，如坐春风。",20/1/2025 17:47:17,18/6/2025 06:10:56
